Entity,Code,y2006,y2016,abs_change_pp,rel_change_pct,annual_pp_per_year,pop_2023,pop_last_year,pop_last,ncd_country_2025,Region,Superregion,un_member,un_name,pop_for_filter,pop_ge_5m,ncd_men_2006,ncd_women_2006,ncd_meanMW_2006,ncd_men_2016,ncd_women_2016,ncd_meanMW_2016,ncd_meanMW_abs_change_pp,ncd_men_abs_change_pp,ncd_women_abs_change_pp,rank_abs_all,rank_rel_all
Mozambique,MOZ,4.8,7.2,2.4,50.0,0.24,33635160.0,2024.0,34631766.0,Mozambique,East Africa,Sub-Saharan Africa,True,Mozambique,33635160.0,True,2.11859732970352,7.41253183209454,4.76556458089903,3.4246457743229,11.0001907577494,7.212418266036149,2.4468536851371194,1.30604844461938,3.5876589256548588,169.0,45.0
Afghanistan,AFG,3.2,5.5,2.3,71.9,0.23,41454761.0,2024.0,42647492.0,Afghanistan,South Asia,South Asia,True,Afghanistan,41454761.0,True,1.80964129730776,4.88390768503604,3.3467744911719,3.36033942594302,8.002288513091269,5.681313969517145,2.334539478345245,1.5506981286352601,3.118380828055229,170.0,17.0
Sri Lanka,LKA,3.0,5.2,2.2,73.3,0.22,22037000.0,2024.0,21916000.0,Sri Lanka,South Asia,South Asia,True,Sri Lanka,22037000.0,True,1.50434488116068,4.61061367251466,3.05747927683767,2.98236614760319,7.59133926444506,5.286852706024125,2.229373429186455,1.4780212664425099,2.9807255919304003,171.0,16.0
Madagascar,MDG,3.1,5.3,2.2,71.0,0.22,31195932.0,2024.0,31964956.0,Madagascar,East Africa,Sub-Saharan Africa,True,Madagascar,31195932.0,True,1.69213126291481,4.77297104141578,3.232551152165295,3.11476283996869,7.88682267918418,5.500792759576434,2.2682416074111393,1.42263157705388,3.1138516377683993,171.0,18.0
Burundi,BDI,3.2,5.4,2.2,68.8,0.22,13689450.0,2024.0,14047786.0,Burundi,East Africa,Sub-Saharan Africa,True,Burundi,13689450.0,True,1.23763616633988,5.44460634050292,3.3411212534214,2.1978658677642997,9.00489259196196,5.60137922986313,2.26025797644173,0.9602297014244197,3.56028625145904,171.0,20.0
Malawi,MWI,3.6,5.8,2.2,61.1,0.22,21104482.0,2024.0,21655286.0,Malawi,East Africa,Sub-Saharan Africa,True,Malawi,21104482.0,True,1.37465957740071,6.00940046887765,3.69203002313918,2.3087422187452002,9.55869704161931,5.933719630182255,2.241689607043075,0.9340826413444903,3.5492965727416594,171.0,31.0
Chad,TCD,3.9,6.1,2.2,56.4,0.22,19319064.0,2024.0,20299123.0,Chad,West Africa,Sub-Saharan Africa,True,Chad,19319064.0,True,1.9298650516259002,6.0783073955090705,4.0040862235674854,3.2305789971517798,9.33723490178071,6.283906949466244,2.279820725898759,1.3007139455258796,3.2589275062716387,171.0,37.0
Philippines,PHL,4.2,6.4,2.2,52.4,0.22,114891199.0,2024.0,115843670.0,Philippines,Southeast Asia,East and southeast Asia,True,Philippines,114891199.0,True,3.2806188444454905,5.460044139503,4.3703314919742455,5.46661112637638,7.85853962270474,6.66257537454056,2.2922438825663143,2.1859922819308895,2.3984954832017396,171.0,44.0
Uganda,UGA,3.2,5.3,2.1,65.6,0.21,48656601.0,2024.0,50015092.0,Uganda,East Africa,Sub-Saharan Africa,True,Uganda,48656601.0,True,1.08586792452025,5.5523247167433,3.319096320631775,1.92460133892111,9.00425162841791,5.46442648366951,2.1453301630377353,0.83873341440086,3.45192691167461,177.0,23.0
Niger,NER,3.4,5.5,2.1,61.8,0.21,26159867.0,2024.0,27032412.0,Niger,West Africa,Sub-Saharan Africa,True,Niger,26159867.0,True,1.46190180795071,5.687897946840359,3.5748998773955347,2.58433012756124,9.10494199266361,5.844636060112425,2.26973618271689,1.1224283196105298,3.4170440458232507,177.0,29.0
Eritrea,ERI,3.0,5.0,2.0,66.7,0.2,3470390.0,2024.0,3535603.0,Eritrea,East Africa,Sub-Saharan Africa,True,Eritrea,3470390.0,False,1.2129927888532102,4.8497406755509,3.031366732202055,2.13355188105362,7.91332428265681,5.023438081855215,1.9920713496531595,0.9205590922004099,3.06358360710591,179.0,21.0
Andorra,AND,23.6,25.6,2.0,8.5,0.2,80856.0,2024.0,81938.0,Andorra,Southwestern Europe,High-income western,True,Andorra,80856.0,False,23.4120913500211,25.4235142509893,24.4178028005052,26.7498464408904,26.3382276922682,26.5440370665793,2.1262342660741,3.337755090869301,0.9147134412789022,179.0,190.0
North Korea,PRK,4.9,6.8,1.9,38.8,0.19,26418204.0,2024.0,26498823.0,North Korea,Southeast Asia,East and southeast Asia,True,Democratic People's Republic of Korea,26418204.0,True,4.08625510717666,5.8739103888136395,4.98008274799515,6.34237368445204,7.5946215923392195,6.96849763839563,1.9884148904004801,2.2561185772753802,1.72071120352558,181.0,67.0
Timor,TLS,2.0,3.8,1.8,90.0,0.18,1384286.0,2024.0,1400638.0,Timor-Leste,Southeast Asia,East and southeast Asia,True,Timor-Leste,1384286.0,False,1.27486524194706,2.8974432607505,2.08615425134878,2.75984534671788,5.15000291876957,3.9549241327437255,1.8687698813949454,1.48498010477082,2.2525596580190705,182.0,5.0
Nepal,NPL,2.3,4.1,1.8,78.3,0.18,29694614.0,2024.0,29651054.0,Nepal,South Asia,South Asia,True,Nepal,29694614.0,True,1.4782037076496999,3.28405359331903,2.381128650484365,2.79904103298762,5.64098629338984,4.22001366318873,1.8388850127043654,1.3208373253379202,2.3569327000708102,182.0,12.0
Ethiopia,ETH,2.7,4.5,1.8,66.7,0.18,128691692.0,2024.0,132059767.0,Ethiopia,East Africa,Sub-Saharan Africa,True,Ethiopia,128691692.0,True,1.1134439694620402,4.36986614634707,2.7416550579045547,1.98086088715883,7.25356314706245,4.61721201711064,1.8755569592060857,0.8674169176967899,2.8836970007153804,182.0,21.0
Bangladesh,BGD,1.9,3.6,1.7,89.5,0.17,171466990.0,2024.0,173562364.0,Bangladesh,South Asia,South Asia,True,Bangladesh,171466990.0,True,1.14404303689663,2.95074633263513,2.04739468476588,2.37082902390262,5.18913161380624,3.77998031885443,1.73258563408855,1.22678598700599,2.23838528117111,185.0,6.0
Cambodia,KHM,2.2,3.9,1.7,77.3,0.17,17423880.0,2024.0,17638801.0,Cambodia,Southeast Asia,East and southeast Asia,True,Cambodia,17423880.0,True,1.41923308932292,2.93200473594111,2.175618912632015,2.83969597271896,5.05749914997707,3.9485975613480147,1.7729786487159997,1.42046288339604,2.12549441403596,185.0,14.0
India,IND,2.3,3.9,1.6,69.6,0.16,1438069596.0,2024.0,1450935791.0,India,South Asia,South Asia,True,India,1438069596.0,True,1.5055873510531699,3.2740406992630104,2.38981402515809,2.87154583082912,5.30602003272252,4.08878293177582,1.69896890661773,1.36595847977595,2.0319793334595095,187.0,19.0
Japan,JPN,2.7,4.3,1.6,59.3,0.16,124516650.0,2024.0,123975371.0,Japan,East Asia,East and southeast Asia,True,Japan,124516650.0,True,2.79268199504819,2.86848248575255,2.83058224040037,4.96557538614737,3.8577988947978703,4.411687140472621,1.5811049000722508,2.1728933910991803,0.9893164090453204,187.0,34.0
South Korea,KOR,3.5,4.7,1.2,34.3,0.12,51712619.0,2024.0,51751065.0,South Korea,East Asia,East and southeast Asia,True,Republic of Korea,51712619.0,True,3.06747340074065,4.07122617466684,3.5693497877037452,4.5689766625679,5.0277334417306205,4.79835505214926,1.2290052644455147,1.5015032618272501,0.9565072670637802,189.0,79.0
Vietnam,VNM,1.0,2.1,1.1,110.0,0.11,100352192.0,2024.0,100987686.0,Viet Nam,Southeast Asia,East and southeast Asia,True,Vietnam,100352192.0,True,0.66706859659655,1.3943530596136,1.030710828105075,1.66608167929919,2.7065382035544,2.186309941426795,1.1555991133217198,0.9990130827026399,1.3121851439408,190.0,1.0
Singapore,SGP,5.0,6.1,1.1,22.0,0.11,5917648.0,2024.0,6036860.0,Singapore,East Asia,East and southeast Asia,True,Singapore,5917648.0,True,4.36306559451793,5.92242698590832,5.142746290213125,6.069014912017949,6.62824853469302,6.348631723355485,1.2058854331423596,1.7059493175000195,0.7058215487846997,190.0,140.0
