member_state,wiki_link,date_of_admission,source_url,access_date,channel
Thailand,https://en.wikipedia.org/wiki/Thailand,16 December 1946,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Timor-Leste,https://en.wikipedia.org/wiki/Timor-Leste,27 September 2002,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Togo,https://en.wikipedia.org/wiki/Togo,20 September 1960,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Tonga,https://en.wikipedia.org/wiki/Tonga,14 September 1999,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Trinidad and Tobago,https://en.wikipedia.org/wiki/Trinidad_and_Tobago,18 September 1962,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Tunisia,https://en.wikipedia.org/wiki/Tunisia,12 November 1956,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Türkiye,https://en.wikipedia.org/wiki/Turkey,24 October 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Turkmenistan,https://en.wikipedia.org/wiki/Turkmenistan,2 March 1992,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Tuvalu,https://en.wikipedia.org/wiki/Tuvalu,5 September 2000,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Uganda,https://en.wikipedia.org/wiki/Uganda,25 October 1962,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Ukraine,https://en.wikipedia.org/wiki/Ukraine,24 October 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
United Arab Emirates,https://en.wikipedia.org/wiki/United_Arab_Emirates,9 December 1971,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
United Kingdom of Great Britain and Northern Ireland,https://en.wikipedia.org/wiki/United_Kingdom,24 October 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
United Republic of Tanzania,https://en.wikipedia.org/wiki/Tanzania,14 December 1961,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
United States of America,https://en.wikipedia.org/wiki/United_States,24 October 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Uruguay,https://en.wikipedia.org/wiki/Uruguay,18 December 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Uzbekistan,https://en.wikipedia.org/wiki/Uzbekistan,2 March 1992,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Vanuatu,https://en.wikipedia.org/wiki/Vanuatu,15 September 1981,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Venezuela (Bolivarian Republic of),https://en.wikipedia.org/wiki/Venezuela,15 November 1945,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Vietnam,https://en.wikipedia.org/wiki/Vietnam,20 September 1977,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Yemen,https://en.wikipedia.org/wiki/Yemen,30 September 1947,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Zambia,https://en.wikipedia.org/wiki/Zambia,1 December 1964,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
Zimbabwe,https://en.wikipedia.org/wiki/Zimbabwe,25 August 1980,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,2026-09-04,firecrawl_search
