Entity,Code,Year,obesity_pct,ncd_country,ncd_men_pct,ncd_women_pct,ncd_mean_MW_pct,abs_diff_pp
Bhutan,BTN,2006,3.6,Bhutan,2.5431627699612,5.41685503409936,3.9800089020302796,0.3800089020302795
Uzbekistan,UZB,2006,11.8,Uzbekistan,9.83715009171166,14.520273318222298,12.178711704966979,0.37871170496697815
Cameroon,CMR,2016,11.4,Cameroon,6.38747969103754,17.1677106804459,11.77759518574172,0.37759518574172013
Liberia,LBR,2016,9.9,Liberia,5.732212020972479,14.8202555774252,10.27623379919884,0.3762337991988396
Kazakhstan,KAZ,2006,16.3,Kazakhstan,14.5146681488458,18.8339790440829,16.674323596464347,0.37432359646434676
Gabon,GAB,2006,11.4,Gabon,6.67320683155403,16.8712088357552,11.772207833654615,0.3722078336546151
Bolivia,BOL,2006,15.7,Bolivia,10.7207087110584,21.4137805798847,16.06724464547155,0.3672446454715512
Gambia,GMB,2016,10.3,Gambia,5.8743617969968795,15.460089159635402,10.66722547831614,0.36722547831613994
Azerbaijan,AZE,2006,14.8,Azerbaijan,11.44286298679,18.8782430174862,15.1605530021381,0.36055300213809893
Guatemala,GTM,2016,21.2,Guatemala,15.666650950162401,27.454319743967996,21.5604853470652,0.3604853470652003
Haiti,HTI,2006,14.7,Haiti,10.4594508145107,19.6567783511604,15.05811458283555,0.358114582835551
Malaysia,MYS,2006,9.9,Malaysia,7.61568808699565,12.889830384874202,10.252759235934926,0.35275923593492564
Kyrgyzstan,KGZ,2006,11.7,Kyrgyzstan,9.92215895211185,14.1804812659903,12.051320109051076,0.3513201090510769
Niger,NER,2016,5.5,Niger,2.58433012756124,9.10494199266361,5.844636060112425,0.34463606011242476
Seychelles,SYC,2006,10.4,Seychelles,5.26849554446017,16.211760601269702,10.740128072864936,0.3401280728649354
Congo,COG,2016,9.6,Congo,5.76801564431206,14.107126019598102,9.937570831955082,0.3375708319550821
Nigeria,NGA,2016,8.9,Nigeria,4.82237797166677,13.648759966832898,9.235568969249833,0.3355689692498327
Gambia,GMB,2006,6.6,Gambia,3.31047777209472,10.5392476693215,6.924862720708109,0.3248627207081096
Pakistan,PAK,2006,5.3,Pakistan,3.56137983364141,7.6613792041417605,5.611379518891585,0.3113795188915853
Cape Verde,CPV,2016,11.8,Cabo Verde,7.18779436890907,17.0340525223599,12.110923445634485,0.3109234456344847
Guyana,GUY,2006,14.8,Guyana,8.56208318764603,21.655138805108702,15.108610996377365,0.30861099637736444
Guatemala,GTM,2006,15.8,Guatemala,10.8646824268886,21.348513505013898,16.10659796595125,0.3065979659512479
Lesotho,LSO,2016,16.6,Lesotho,4.85971153119937,27.730730027635396,16.295220779417384,0.30477922058261697
Mauritius,MUS,2016,10.8,Mauritius,5.83081549374654,16.352524270851802,11.091669882299172,0.29166988229917123
Tanzania,TZA,2016,8.4,Tanzania,4.1562227962926395,13.217584978018301,8.68690388715547,0.28690388715546966
Comoros,COM,2016,7.8,Comoros,3.44355598830466,12.7115349052559,8.077545446780281,0.27754544678028115
Nigeria,NGA,2006,5.4,Nigeria,2.61797845076755,8.730028580919031,5.674003515843291,0.2740035158432903
China,CHN,2016,6.2,China,6.11174923595005,6.83133795814156,6.471543597045805,0.2715435970458051
Benin,BEN,2016,9.6,Benin,4.90426046471212,14.8373554206438,9.87080794267796,0.27080794267796016
Guinea-Bissau,GNB,2016,9.5,Guinea Bissau,5.25184860030536,14.2752584328138,9.763553516559579,0.26355351655957904
Philippines,PHL,2016,6.4,Philippines,5.46661112637638,7.85853962270474,6.66257537454056,0.26257537454055946
Thailand,THA,2016,10.0,Thailand,7.2612691401244005,13.2535737560762,10.2574214481003,0.25742144810030076
Zambia,ZMB,2016,8.1,Zambia,3.72274251574072,12.9886875441237,8.35571502993221,0.25571502993220996
Singapore,SGP,2016,6.1,Singapore,6.069014912017949,6.62824853469302,6.348631723355485,0.24863172335548533
Mali,MLI,2016,8.6,Mali,4.758568363800119,12.9201662105733,8.83936728718671,0.23936728718670963
Guinea,GIN,2016,7.7,Guinea,3.87325238670171,12.0051266468637,7.9391895167827045,0.23918951678270428
Maldives,MDV,2006,4.5,Maldives,2.64241353478633,6.82934137760102,4.735877456193675,0.23587745619367517
Indonesia,IDN,2016,6.9,Indonesia,4.97848357714258,9.27857960273227,7.128531589937425,0.2285315899374245
Sierra Leone,SLE,2016,8.7,Sierra Leone,3.97914360699819,13.8771213668596,8.928132486928895,0.22813248692889587
Democratic Republic of Congo,COD,2016,6.7,DR Congo,3.73164851585052,10.1214347729727,6.92654164441161,0.2265416444116095
Mauritius,MUS,2006,8.1,Mauritius,4.18495059594955,12.465987026250799,8.325468811100174,0.2254688111001748
Liberia,LBR,2006,6.8,Liberia,3.5716606828040196,10.4790623831435,7.0253615329737595,0.22536153297375972
Angola,AGO,2016,8.2,Angola,4.227555718084821,12.6102893034377,8.41892251076126,0.21892251076126001
Swaziland,SWZ,2006,12.7,Swaziland,3.5422880282446902,21.430248605000802,12.486268316622747,0.21373168337725268
China,CHN,2006,3.4,China,2.97980599774114,4.2446921104005195,3.61224905407083,0.21224905407082995
El Salvador,SLV,2016,24.6,El Salvador,19.5983904992383,30.0256679999569,24.8120292495976,0.21202924959759883
El Salvador,SLV,2006,18.9,El Salvador,14.0805583462724,24.1325475614468,19.106552953859598,0.2065529538595996
Guinea-Bissau,GNB,2006,5.9,Guinea Bissau,2.85948535438918,9.351908641404991,6.105696997897086,0.2056969978970855
Russia,RUS,2006,20.4,Russian Federation,14.687799665376,26.522666632649,20.6052331490125,0.2052331490124999
Cameroon,CMR,2006,7.7,Cameroon,3.8244338986231003,11.984445295565301,7.904439597094201,0.20443959709420056
Burundi,BDI,2016,5.4,Burundi,2.1978658677642997,9.00489259196196,5.60137922986313,0.20137922986312962
Congo,COG,2006,6.6,Congo,3.4338623916847997,10.1684802301021,6.80117131089345,0.20117131089345008
Madagascar,MDG,2016,5.3,Madagascar,3.11476283996869,7.88682267918418,5.500792759576434,0.2007927595764345
Kenya,KEN,2016,7.1,Kenya,2.97291204571827,11.613995591557499,7.293453818637884,0.19345381863788447
South Africa,ZAF,2016,28.3,South Africa,15.984961957441298,40.9926706661117,28.4888163117765,0.18881631177649894
India,IND,2016,3.9,India,2.87154583082912,5.30602003272252,4.08878293177582,0.18878293177582028
Chad,TCD,2016,6.1,Chad,3.2305789971517798,9.33723490178071,6.283906949466244,0.18390694946624464
Sao Tome and Principe,STP,2016,12.4,Sao Tome and Principe,7.511702228426021,17.6551666501379,12.58343443928196,0.18343443928196024
Tanzania,TZA,2006,5.1,Tanzania,2.29566820072607,8.26957392894033,5.2826210648332,0.1826210648332003
Afghanistan,AFG,2016,5.5,Afghanistan,3.36033942594302,8.002288513091269,5.681313969517145,0.18131396951714507
Indonesia,IDN,2006,3.8,Indonesia,2.3323035294652303,5.62918796442056,3.9807457469428953,0.18074574694289547
Bangladesh,BGD,2016,3.6,Bangladesh,2.37082902390262,5.18913161380624,3.77998031885443,0.17998031885443
Guinea,GIN,2006,4.9,Guinea,2.2505779008192497,7.90124254475208,5.075910222785665,0.1759102227856646
Niger,NER,2006,3.4,Niger,1.46190180795071,5.687897946840359,3.5748998773955347,0.1748998773955348
Philippines,PHL,2006,4.2,Philippines,3.2806188444454905,5.460044139503,4.3703314919742455,0.17033149197424535
Mauritania,MRT,2006,8.8,Mauritania,4.15730613493875,13.7832755376074,8.970290836273076,0.17029083627307529
Somalia,SOM,2016,8.3,Somalia,4.11734366391763,12.821785600104299,8.469564632010965,0.16956463201096383
North Korea,PRK,2016,6.8,North Korea,6.34237368445204,7.5946215923392195,6.96849763839563,0.16849763839563003
Zambia,ZMB,2006,5.3,Zambia,2.20027004125647,8.72914652452768,5.464708282892075,0.16470828289207518
Uganda,UGA,2016,5.3,Uganda,1.92460133892111,9.00425162841791,5.46442648366951,0.1644264836695104
Laos,LAO,2016,5.3,Lao PDR,3.9046669706455104,7.0224179484466,5.463542459546055,0.16354245954605506
Timor,TLS,2016,3.8,Timor-Leste,2.75984534671788,5.15000291876957,3.9549241327437255,0.15492413274372563
Bangladesh,BGD,2006,1.9,Bangladesh,1.14404303689663,2.95074633263513,2.04739468476588,0.14739468476588025
Afghanistan,AFG,2006,3.2,Afghanistan,1.80964129730776,4.88390768503604,3.3467744911719,0.14677449117189978
Sierra Leone,SLE,2006,5.8,Sierra Leone,2.37604969326282,9.51517257080378,5.9456111320333,0.14561113203330045
Togo,TGO,2016,8.4,Togo,4.03195079502897,13.0572362695839,8.544593532306434,0.14459353230643401
Ghana,GHA,2016,10.9,Ghana,4.74961768784293,17.3379611505733,11.043789419208114,0.1437894192081135
Singapore,SGP,2006,5.0,Singapore,4.36306559451793,5.92242698590832,5.142746290213125,0.14274629021312535
Burundi,BDI,2006,3.2,Burundi,1.23763616633988,5.44460634050292,3.3411212534214,0.14112125342139992
Central African Republic,CAF,2016,7.5,Central African Republic,3.8625676871654897,11.412300225324099,7.637433956244794,0.13743395624479415
Malawi,MWI,2016,5.8,Malawi,2.3087422187452002,9.55869704161931,5.933719630182255,0.13371963018225497
Madagascar,MDG,2006,3.1,Madagascar,1.69213126291481,4.77297104141578,3.232551152165295,0.1325511521652949
Somalia,SOM,2006,5.4,Somalia,2.45231518464883,8.608966561764241,5.5306408732065355,0.13064087320653517
Japan,JPN,2006,2.7,Japan,2.79268199504819,2.86848248575255,2.83058224040037,0.1305822404003698
Zimbabwe,ZWE,2016,15.5,Zimbabwe,4.931614968675619,26.323966447471598,15.627790708073608,0.12779070807360782
Comoros,COM,2006,5.3,Comoros,2.20876143131084,8.63186828993654,5.42031486062369,0.12031486062369012
Nepal,NPL,2016,4.1,Nepal,2.79904103298762,5.64098629338984,4.22001366318873,0.12001366318873075
Uganda,UGA,2006,3.2,Uganda,1.08586792452025,5.5523247167433,3.319096320631775,0.11909632063177478
Kenya,KEN,2006,4.4,Kenya,1.6935910180634302,7.3413395770106495,4.51746529753704,0.1174652975370396
Ethiopia,ETH,2016,4.5,Ethiopia,1.98086088715883,7.25356314706245,4.61721201711064,0.11721201711064033
Angola,AGO,2006,5.0,Angola,2.21391148464093,8.013333420443521,5.113622452542225,0.11362245254222536
Ghana,GHA,2006,7.4,Ghana,2.80414468173814,12.2225862331885,7.51336545746332,0.11336545746331961
Myanmar,MMR,2016,5.8,Myanmar,4.21025860655707,7.613184787914889,5.911721697235979,0.11172169723597936
Japan,JPN,2016,4.3,Japan,4.96557538614737,3.8577988947978703,4.411687140472621,0.11168714047262096
Thailand,THA,2006,5.4,Thailand,3.27201054370681,7.74864560352523,5.510328073616019,0.11032807361601904
Botswana,BWA,2006,15.5,Botswana,5.59317912935229,25.626396205091,15.609787667221646,0.10978766722164579
Chad,TCD,2006,3.9,Chad,1.9298650516259002,6.0783073955090705,4.0040862235674854,0.10408622356748554
South Africa,ZAF,2006,22.9,South Africa,10.4748734245277,35.1237284446516,22.79930093458965,0.10069906541034968
South Korea,KOR,2016,4.7,South Korea,4.5689766625679,5.0277334417306205,4.79835505214926,0.09835505214925977
Malawi,MWI,2006,3.6,Malawi,1.37465957740071,6.00940046887765,3.69203002313918,0.09203002313917974
India,IND,2006,2.3,India,1.5055873510531699,3.2740406992630104,2.38981402515809,0.08981402515809034
Namibia,NAM,2006,12.0,Namibia,4.23103476520183,19.594645647316,11.912840206258915,0.08715979374108507
Sri Lanka,LKA,2016,5.2,Sri Lanka,2.98236614760319,7.59133926444506,5.286852706024125,0.08685270602412487
Vietnam,VNM,2016,2.1,Viet Nam,1.66608167929919,2.7065382035544,2.186309941426795,0.08630994142679471
Timor,TLS,2006,2.0,Timor-Leste,1.27486524194706,2.8974432607505,2.08615425134878,0.08615425134878008
Nepal,NPL,2006,2.3,Nepal,1.4782037076496999,3.28405359331903,2.381128650484365,0.08112865048436513
North Korea,PRK,2006,4.9,North Korea,4.08625510717666,5.8739103888136395,4.98008274799515,0.08008274799514936
Democratic Republic of Congo,COD,2006,4.2,DR Congo,2.0638498498551,6.4831492195314,4.27349953469325,0.07349953469324966
Rwanda,RWA,2016,5.8,Rwanda,2.00582887907723,9.741068121149569,5.873448500113399,0.07344850011339954
Sao Tome and Principe,STP,2006,8.4,Sao Tome and Principe,4.458355670012059,12.4834642439297,8.470909956970878,0.07090995697087799
Swaziland,SWZ,2016,16.5,Swaziland,5.63461251198933,27.2245143685183,16.429563440253816,0.07043655974618446
South Korea,KOR,2006,3.5,South Korea,3.06747340074065,4.07122617466684,3.5693497877037452,0.06934978770374522
Central African Republic,CAF,2006,5.0,Central African Republic,2.33811531270352,7.797659386256569,5.067887349480045,0.06788734948004471
Rwanda,RWA,2006,3.3,Rwanda,1.01141974183325,5.71912724485734,3.365273493345295,0.0652734933452952
Mali,MLI,2006,5.3,Mali,2.54238840983038,8.18535970950205,5.363874059666215,0.06387405966621529
Sri Lanka,LKA,2006,3.0,Sri Lanka,1.50434488116068,4.61061367251466,3.05747927683767,0.05747927683766996
Benin,BEN,2006,6.5,Benin,2.95698305722524,10.1550897199119,6.55603638856857,0.05603638856856996
Zimbabwe,ZWE,2006,12.5,Zimbabwe,3.33696145546002,21.7625642693439,12.54976286240196,0.04976286240196082
Cambodia,KHM,2016,3.9,Cambodia,2.83969597271896,5.05749914997707,3.9485975613480147,0.04859756134801474
Ethiopia,ETH,2006,2.7,Ethiopia,1.1134439694620402,4.36986614634707,2.7416550579045547,0.04165505790455448
Burkina Faso,BFA,2006,3.1,Burkina Faso,1.3344348157499302,4.7858053375750105,3.0601200766624705,0.039879923337529544
Namibia,NAM,2016,17.2,Namibia,7.84719153836668,26.4765584111066,17.16187497473664,0.03812502526335848
Myanmar,MMR,2006,3.2,Myanmar,2.01729383602698,4.45530618664358,3.2363000113352802,0.03630001133528005
Mozambique,MOZ,2006,4.8,Mozambique,2.11859732970352,7.41253183209454,4.76556458089903,0.034435419100970144
Eritrea,ERI,2006,3.0,Eritrea,1.2129927888532102,4.8497406755509,3.031366732202055,0.031366732202055214
Vietnam,VNM,2006,1.0,Viet Nam,0.66706859659655,1.3943530596136,1.030710828105075,0.030710828105074972
Senegal,SEN,2006,6.0,Senegal,2.5824439102583,9.47245760775062,6.02745075900446,0.027450759004460146
Cambodia,KHM,2006,2.2,Cambodia,1.41923308932292,2.93200473594111,2.175618912632015,0.024381087367985277
Senegal,SEN,2016,8.8,Senegal,4.1488066366817495,13.499704290136899,8.824255463409324,0.024255463409323497
Eritrea,ERI,2016,5.0,Eritrea,2.13355188105362,7.91332428265681,5.023438081855215,0.023438081855214676
Cape Verde,CPV,2006,8.2,Cabo Verde,4.27271190513082,12.0844230611666,8.17856748314871,0.021432516851289662
Laos,LAO,2006,2.7,Lao PDR,1.6031581179418002,3.83414593305516,2.7186520254984803,0.018652025498480107
Togo,TGO,2006,5.5,Togo,2.34795066321141,8.67763757768942,5.512794120450415,0.012794120450415392
Mozambique,MOZ,2016,7.2,Mozambique,3.4246457743229,11.0001907577494,7.212418266036149,0.012418266036148928
Burkina Faso,BFA,2016,5.6,Burkina Faso,2.70321348846986,8.48866494894571,5.595939218707785,0.004060781292214877
