Entity,Code,Year,obesity_pct,ncd_country,ncd_men_pct,ncd_women_pct,ncd_mean_MW_pct,abs_diff_pp
Lesotho,LSO,2006,12.3,Lesotho,2.69801453070742,20.9141748245216,11.80609467761451,0.49390532238549056
Guyana,GUY,2016,20.2,Guyana,13.1954006216013,28.1906796409759,20.6930401312886,0.4930401312886019
Colombia,COL,2006,17.8,Colombia,13.586051590269,22.9790352508316,18.2825434205503,0.4825434205503001
Lithuania,LTU,2006,23.2,Lithuania,20.3615809757319,27.0019622588772,23.68177161730455,0.481771617304549
Mongolia,MNG,2006,14.3,Mongolia,11.6316977925354,17.9196108408442,14.7756543166898,0.4756543166897984
Morocco,MAR,2006,19.8,Morocco,13.8363625967487,26.710707912291596,20.273535254520148,0.4735352545201472
Armenia,ARM,2006,16.0,Armenia,13.3445427112393,19.5974895583516,16.47101613479545,0.47101613479544824
Yemen,YEM,2006,11.4,Yemen,7.4037568280758705,16.3205557539678,11.862156291021835,0.4621562910218344
Latvia,LVA,2006,20.7,Latvia,17.9288368435967,24.3947174325476,21.16177713807215,0.4617771380721507
Grenada,GRD,2006,16.2,Grenada,9.50579270882316,23.8014972553487,16.65364498208593,0.4536449820859296
Georgia,GEO,2006,16.1,Georgia,14.0172390335651,19.078595449317902,16.5479172414415,0.44791724144149825
Saint Lucia,LCA,2006,15.1,Saint Lucia,8.76815736152534,22.317581951203298,15.542869656364319,0.4428696563643193
Malaysia,MYS,2016,15.6,Malaysia,13.437500097920699,18.6385863337712,16.03804321584595,0.4380432158459495
Kyrgyzstan,KGZ,2016,16.6,Kyrgyzstan,14.6014177694166,19.473326383157698,17.03737207628715,0.43737207628714714
Tajikistan,TJK,2006,9.7,Tajikistan,7.98039853259374,12.2939577791128,10.13717815585327,0.437178155853271
Equatorial Guinea,GNQ,2006,5.4,Equatorial Guinea,2.45560156774419,9.20452526290837,5.830063415326279,0.4300634153262788
Trinidad and Tobago,TTO,2006,13.3,Trinidad and Tobago,7.44148112513934,20.0111105417976,13.72629583346847,0.426295833468469
Djibouti,DJI,2006,10.7,Djibouti,6.55602726482534,15.671550072596599,11.113788668710969,0.41378866871096953
Brunei,BRN,2006,9.4,Brunei Darussalam,7.779278232934191,11.8449681052001,9.812123169067146,0.4121231690671454
Belarus,BLR,2006,20.9,Belarus,17.7413001413542,24.8784538578673,21.30987699961075,0.4098769996107521
Pakistan,PAK,2016,8.6,Pakistan,6.26478238215907,11.7545149453755,9.009648663767285,0.40964866376728537
Moldova,MDA,2006,15.7,Moldova,12.727636629859902,19.4809556153755,16.1042961226177,0.4042961226177013
Russia,RUS,2016,23.1,Russian Federation,18.8793319805182,28.1128087880443,23.49607038428125,0.3960703842812485
Ukraine,UKR,2006,20.8,Ukraine,17.8585019114754,24.5170850785464,21.1877934950109,0.3877934950109001
Mauritania,MRT,2016,12.7,Mauritania,6.917277171941601,19.2563586005359,13.086817886238752,0.38681788623875235
Turkmenistan,TKM,2006,13.4,Turkmenistan,11.3202640445125,16.2510828411815,13.785673442847,0.3856734428469988
Maldives,MDV,2016,8.6,Maldives,6.07641423291711,11.8840791822723,8.980246707594706,0.380246707594706
